,popup,Plant state abbreviation_x,lat,lon,Plant state abbreviation_y,plant_annual_generation,state_annual_generation,perc_gen_state
477,Antelope Expansion 3A,CA,34.728902,-118.322051,CA,22028,196943237.0,0.011184948686509
478,Antelope Expansion 3B,CA,34.720162,-118.322532,CA,7392,196943237.0,0.0037533657477154
479,Antioch Central Utility Plant,CA,37.949488,-121.775429,CA,2230,196943237.0,0.0011323059547355
480,"AP North Lake I, LP",CA,33.74,-117.010556,CA,32265,196943237.0,0.0163828931074185
481,APP Prune A-D,CA,37.331666,-122.006686,CA,14932,196943237.0,0.0075818800520679
482,Apple Campus 2 Fuel Cell,CA,37.33,-122.01,CA,14934,196943237.0,0.0075828955731036
483,Apple Campus 2 PV,CA,37.33,-122.01,CA,15401,196943237.0,0.0078200197349249
484,Aquamarine,CA,36.189722,-119.904166,CA,91987,196943237.0,0.0467073667525836
485,Argus Cogen Plant,CA,35.765,-117.3833,CA,304525,196943237.0,0.1546257716887226
486,Arrache 4006,CA,34.655,-118.051111,CA,2054,196943237.0,0.0010429401035994
487,Arrache 4013,CA,34.650556,-118.051944,CA,2038,196943237.0,0.0010348159353143
488,Arrache 8083,CA,34.647778,-118.061111,CA,3280,196943237.0,0.0016654544984451
489,Aspiration G,CA,36.552186,-120.352481,CA,22327,196943237.0,0.0113367690813368
490,ASTI,CA,38.761389,-122.975278,CA,1545,196943237.0,0.0007844900000298
491,AT&T - Gardena,CA,33.874969,-118.289798,CA,7574,196943237.0,0.0038457781619584
492,AT&T - Hawthorne,CA,33.92429,-118.320597,CA,6437,196943237.0,0.0032684544531986
493,AT&T - Hayward,CA,37.659879,-122.09685,CA,7191,196943237.0,0.0036513058836338
494,AT&T - Redwood City,CA,37.480769,-122.200408,CA,6654,196943237.0,0.0033786384855652
495,AT&T - San Diego Trade Street,CA,32.88758,-117.16682,CA,5809,196943237.0,0.0029495808480085
496,AT&T Anaheim,CA,33.836439,-117.916893,CA,8688,196943237.0,0.0044114233788083
497,AT&T Holger,CA,37.417638,-121.94453,CA,8349,196943237.0,0.0042392925632678
498,AT&T San Diego,CA,32.904775,-117.1986,CA,5500,196943237.0,0.0027926828480025
499,Atascadero State Hospital,CA,35.463333,-120.634011,CA,2010,196943237.0,0.0010205986408154
500,ATT  Kelvin,CA,33.684675,-117.836821,CA,7160,196943237.0,0.0036355653075814
501,ATT North Watney,CA,38.236257,-122.077759,CA,8686,196943237.0,0.0044104078577727
502,ATT Van Nyus,CA,34.196324,-118.448225,CA,5788,196943237.0,0.0029389178771343
503,ATT Ventura Blvd,CA,34.152191,-118.456078,CA,6253,196943237.0,0.0031750265179199
504,Atwell Island,CA,35.895,-119.510833,CA,35526,196943237.0,0.0180387001560251
505,Atwell Island West Solar,CA,35.815,-119.459722,CA,37005,196943237.0,0.0187896779618789
506,AV Solar Ranch One,CA,34.780278,-118.42444,CA,593687,196943237.0,0.3014508185421975
507,Avenal Park,CA,35.989722,-120.11,CA,11002,196943237.0,0.0055863812170407
508,AVS Lancaster 1,CA,34.748894,-117.973571,CA,8416,196943237.0,0.0042733125179617
509,Axium Modesto Solar,CA,37.734167,-120.995556,CA,62259,196943237.0,0.0316126620788709
510,Azusa,CA,34.1548,-117.9093,CA,0,196943237.0,0.0
511,B Braun Medical,CA,33.688721,-117.834793,CA,35152,196943237.0,0.0178487977223609
512,Badger Creek Limited,CA,35.483736,-119.029856,CA,22196,196943237.0,0.0112702524535026
513,Baker,CA,33.656528,-117.68412,CA,0,196943237.0,0.0
514,Baker Creek Hydroelectric,CA,40.526389,-123.725556,CA,1836,196943237.0,0.000932248310715
515,Bakersfield 111,CA,35.317551,-118.989894,CA,2753,196943237.0,0.0013978647055547
516,Bakersfield College Solar 01,CA,35.411817,-118.96864,CA,2140,196943237.0,0.0010866075081318
517,Bakersfield Industrial PV 1,CA,35.330032,-118.993119,CA,2128,196943237.0,0.001080514381918
518,Bakersfield PV 1,CA,35.324982,-118.981522,CA,10104,196943237.0,0.0051304122720395
519,Balch 1,CA,36.909137,-119.087712,CA,36687,196943237.0,0.0186282101172126
520,Balch 2,CA,36.908907,-119.087556,CA,120506,196943237.0,0.0611881889602535
521,"Bayshore Solar A, LLC",CA,34.667817,-118.298089,CA,55505,196943237.0,0.0281832475415238
522,"Bayshore Solar B, LLC",CA,34.678305,-118.302649,CA,54027,196943237.0,0.0274327774961879
523,"Bayshore Solar C, LLC",CA,34.681338,-118.314087,CA,53454,196943237.0,0.0271418307194778
524,BBARWA,CA,34.267795,-116.815428,CA,29,196943237.0,1.4725055016740686e-05
525,Beacon BESS 1,CA,35.256526,-118.027519,CA,-1326,196943237.0,-0.0006732904466275
526,Beacon Solar Plant Site 2,CA,35.265833,-117.999167,CA,126600,196943237.0,0.0642824815558403
527,Beacon Solar Plant Site 5,CA,35.248889,-118.034444,CA,99699,196943237.0,0.050623215866001
528,Bear Creek,CA,40.534454,-121.959109,CA,467,196943237.0,0.0002371241618213
529,Bear Creek Solar,CA,38.136389,-121.148889,CA,3824,196943237.0,0.0019416762201384
530,Bear Creek Solar,CA,38.136389,-121.148889,NC,4076,129720625.0,0.0031421371890553
531,Bear Mountain Limited,CA,35.419181,-118.926643,CA,53042,196943237.0,0.0269326333861365
532,Bear Valley,CA,33.166246,-117.016566,CA,494,196943237.0,0.0002508336958024
533,Bear Valley Power Plant,CA,34.2506,-116.9025,CA,1904,196943237.0,0.0009667760259266
534,Beardsley,CA,38.202569,-120.076983,CA,25135,196943237.0,0.0127625606153716
535,Beckton Dickenson - San Jose,CA,37.39789,-121.88594,CA,7136,196943237.0,0.0036233790551538
536,Belden,CA,40.007445,-121.249438,CA,145216,196943237.0,0.0737349513555522
537,Beringer,CA,38.510833,-122.479722,CA,1569,196943237.0,0.0007966762524574
538,Berry Cogen,CA,35.093046,-119.443617,CA,282691,196943237.0,0.1435393285426703
