,Plant name,Plant state abbreviation,plant_annual_generation,state_annual_generation,perc_gen_state
8788,Santa Rosa,TX,0,481398138,0.0
8789,Santa Rosa Energy Center,FL,682990,246185183,0.27742936909407745
8790,Santa Rosa Junior College Petaluma Solar,CA,181,196943237,9.190465372517463e-05
8791,Santan,AZ,5053431,108500902,4.657501372661399
8792,Santeetlah,NC,178116,129720625,0.13730738654705063
8793,Santolina Solar Energy Center,NM,25959,35073576,0.07401298344942073
8794,Sapphire Sky Wind Energy LLC,IL,0,181296239,0.0
8795,Sapphire Solar,SC,3630,98113889,0.0036997819951872465
8796,Sappi Cloquet Mill,MN,506740,59157452,0.8565953787191511
8797,Sarah Solar,NC,8274,129720625,0.0063783226453002365
8798,Saranac Facility,NY,47289,123769368,0.0382073535351655
8799,Sarasota County LFGTE Facility,FL,43836,246185183,0.01780610817670534
8800,Saratoga Solar LLC,NY,7684,123769368,0.0062083212705748006
8801,Saratoga Wind Farm,IA,265076,67198530,0.3944669622981336
8802,Sargent,NE,42,37910817,0.0001107863225421916
8803,Sargent Canyon Cogeneration,CA,0,196943237,0.0
8804,Sarpy County,NE,122801,37910817,0.3239207427262778
8805,Sartell Dam,MN,22185,59157452,0.037501615181127136
8806,Sartell Holdco CSG,MN,9649,59157452,0.016310709257728002
8807,Saticoy,CA,-13060,196943237,-0.006631352362711495
8808,Sauder Power Plant,OH,18258,125609074,0.014535574078031974
8809,Sauk DPC Solar,WI,1487,64242371,0.002314671729659542
8810,Savannah River Mill,GA,148476,124199660,0.11954622097999303
8811,Savannah River Site Biomass Cogen,SC,89313,98113889,0.09102992543695826
8812,Savoonga,AK,2482,6595656,0.03763082853320428
8813,Savoy Solar PV,MA,2798,19429320,0.014400915729423366
8814,Sawtooth Wind Project,ID,54175,16834340,0.3218124381472633
8815,Saxon Falls,WI,6592,64242371,0.01026114057963396
8816,Sayreville,NJ,-1088,61421718,-0.001771360416847995
8817,Sayreville Cogeneration Facility,NJ,739864,61421718,1.204564157583479
8818,Sayreville Solar Project,NJ,4148,61421718,0.006753311589232981
8819,Scammon Bay,AK,1677,6595656,0.02542582572529556
8820,Scandia CSG,MN,9315,59157452,0.015746114284976305
8821,Scandia Community Solar Garden,MN,3384,59157452,0.005720327508358542
8822,Scanlon,MN,4708,59157452,0.00795842255004492
8823,Scarlet Solar,NC,3939,129720625,0.003036525610326037
8824,Scattergood,CA,1905079,196943237,0.9673238995254251
8825,Scenic Hill Solar III,AR,9607,61100036,0.0157233949911257
8826,"Scenic Hill Solar IV, LLC",AR,4027,61100036,0.006590830813913105
8827,Schaghticoke,NY,78804,123769368,0.06367003506069449
8828,Schell Solar Farm,NC,8755,129720625,0.006749119502006716
8829,Scherer,GA,8339312,124199660,6.714440281076454
8830,Schiller,NH,512,17193202,0.002977921157443506
8831,Schofield Generating Station,HI,22650,9180551,0.2467172177356239
8832,School Sisters CSG,MN,1750,59157452,0.0029582071925613024
8833,School Street,NY,176045,123769368,0.1422363245807315
8834,Schoolfield Dam,VA,14541,93102970,0.01561819134233849
8835,Schueler Community Solar,MN,1843,59157452,0.00311541477479456
8836,Schull CSG,MN,2345,59157452,0.003963997638032146
8837,Schulte 2 Community Solar,IL,3613,181296239,0.0019928709056121125
8838,Schultz CSG,MN,3125,59157452,0.005282512843859468
8839,Schuylerville,NY,8888,123769368,0.007181098315053204
8840,Schuylkill Generating Station,PA,182,241279453,7.543120549100383e-05
8841,Schwinghamer Project CSG,MN,1885,59157452,0.0031864117474160315
8842,Scioto Ridge Wind Farm,OH,281526,125609074,0.2241287122298187
8843,Scituate PV,MA,3483,19429320,0.0179265151842679
8844,Scituate Wind,MA,2938,19429320,0.015121476201946336
8845,"Scotch Bonnet Solar, LLC",NC,6618,129720625,0.005101733051317013
8846,Scotland Dam,CT,4785,44079902,0.01085528729170042
8847,Scotland Solar RES,IN,848,94126593,0.0009009143675262953
8848,Scott Flat,CA,2591,196943237,0.0013156075016681076
8849,Scott Solar Farm,VA,29481,93102970,0.031664940441749605
8850,Scott-II Solar LLC,VA,41568,93102970,0.044647340466152693
8851,Scottsburg Solar Park,IN,13128,94126593,0.013947174312364625
8852,Scribner Diesel Generation Facility,NE,14,37910817,3.692877418073053e-05
8853,Scrubgrass Reclamation CO. LP.,PA,305379,241279453,0.12656651704196295
8854,Scurry County Wind II,TX,213981,481398138,0.044449901881423566
8855,Scurry County Wind LP,TX,252307,481398138,0.052411295367328574
8856,SeaWorld Aquatica,CA,1937,196943237,0.0009835321230147142
8857,Seaboard Solar LLC,NC,8765,129720625,0.006756828376366518
8858,Seabrook,NH,9856117,17193202,57.325662782301976
8859,Seabrook Solar,SC,150957,98113889,0.15385895059159257
8860,Seabrook Solar Plant,NJ,9544,61421718,0.015538477774262191
8861,Seabrook Village,NJ,4006,61421718,0.006522123005416423
8862,Seadrift Coke LP,TX,50307,481398138,0.010450185829343612
8863,Seagrove,NC,0,129720625,0.0
8864,Searchlight Solar,NV,47521,41598742,0.11423662763647996
8865,Sears Hydroelectric Plant,IL,0,181296239,0.0
8866,Searsburg,VT,19839,2107642,0.9412888906180462
8867,Searsburg Wind Turbine,VT,10970,2107642,0.520486875854628
8868,Seaside Heights Power Plant,NJ,0,61421718,0.0
8869,Second Imperial Geothermal,CA,187294,196943237,0.09510049842432518
8870,Security,TX,0,481398138,0.0
8871,Sedberry Farm,NC,8674,129720625,0.0066866776196923185
8872,Sediver,SC,87,98113889,8.867246104167781e-05
8873,Segunda II (CSG),IL,122,181296239,6.729317754903896e-05
8874,Seiling Wind I,OK,790005,80754539,0.9782793757264839
8875,Seiling Wind II,OK,384548,80754539,0.4761936663399193
8876,Selawik,AK,2826,6595656,0.0428463825281367
8877,Seldovia,AK,223,6595656,0.003381013200203286
8878,Selective Insurance,NJ,3375,61421718,0.005494799087189323
8879,Selis Ksanka Qlispe,MT,987456,24947875,3.9580765896895027
8880,Selkirk Cogen,NY,0,123769368,0.0
8881,Selma Solar LLC,NC,8678,129720625,0.006689761169436241
8882,Selmer Farm LLC,TN,25770,79057159,0.03259666844339802
8883,Selmer I,TN,30730,79057159,0.03887061006075364
8884,Selmer II,TN,15014,79057159,0.018991322468342176
8885,Seminoe,WY,91095,43460723,0.20960304779099048
8886,Seminole,GA,1303,124199660,0.00104911720370249
8887,Seminole,OK,1359814,80754539,1.683885533666411
8888,Seminole (FL),FL,6550658,246185183,2.660866068450594
8889,Seminole Energy,FL,19725,246185183,0.008012261241571148
8890,Seminole Mill,FL,141894,246185183,0.05763709995495545
8891,Senate Wind LLC,TX,480504,481398138,0.09981426226455409
8892,Sendero,TX,260511,481398138,0.054115498053712865
8893,Seneca City of,SC,1585,98113889,0.0016154695488627506
8894,Seneca Energy,NY,94824,123769368,0.07661346384187726
8895,Seneca Falls Hydroelectric Project,NY,14613,123769368,0.0118066370024609
8896,Seneca Generation LLC,PA,-169856,241279453,-0.07039803758175794
8897,Seneca Nation Cattaraugus Wind Turbine,NY,2965,123769368,0.0023955846651814525
8898,Seneca Sustainable Energy LLC,OR,119942,61016793,0.1965721141719133
8899,"Sentinel Energy Center, LLC",CA,615904,196943237,0.31273173396657433
8900,Sepulveda Canyon,CA,0,196943237,0.0
8901,Sequoyah,TN,17654812,79057159,22.331705595441395
8902,Settlers Hill Gas Recovery,IL,27796,181296239,0.01533181281273022
8903,Settlers Solar,MA,6510,19429320,0.033506061972318125
8904,Settlers Trail Wind Farm LLC,IL,371025,181296239,0.2046512393453457
8905,Seven Mile Hill,WY,478658,43460723,1.101357655738953
8906,Severson Garden,MN,1774,59157452,0.002998776891202143
8907,Seville,OH,195,125609074,0.00015524356146435727
8908,Seville 1,CA,53987,196943237,0.027412467075475153
8909,Seville 2,CA,82467,196943237,0.041873486622950144
8910,Sewalls,NY,16024,123769368,0.012946660598606271
8911,Seward (AK),AK,332,6595656,0.00503361606487664
8912,Seward (PA),PA,2858731,241279453,1.1848215687060597
8913,Seward Wind Farm,NE,7053,37910817,0.018604188878335173
8914,Sewell Creek Energy,GA,368338,124199660,0.2965692498675117
8915,"Seymour Hills Wind Project, LLC",TX,139857,481398138,0.029052251963633476
8916,Shady Hills Generating Station,FL,306990,246185183,0.12469881260075673
8917,Shady Oaks Wind Farm,IL,319311,181296239,0.17612665423246865
8918,Shaffer,MA,6343,19429320,0.03264653626580858
8919,Shafter Solar LLC,CA,50997,196943237,0.025894263127197406
8920,Shakopee Energy Park,MN,46010,59157452,0.07777549310271173
8921,Shakopee Met Council WTP,MN,1629,59157452,0.0027536682952470637
8922,Shamrock Solar LLC,WI,0,64242371,0.0
8923,Shane's Wind Machine,MN,6169,59157452,0.010428102954806099
8924,Shankle Solar Center LLC,NC,8329,129720625,0.006420721454279148
8925,Shannon Farm,NC,8193,129720625,0.00631588076298584
8926,Shannon Wind,TX,535598,481398138,0.11125884329864191
8927,Shaokatan Hills LLC,MN,30671,59157452,0.0518463844588844
8928,Sharon Spring,KS,45,56572967,7.954329140983537e-05
8929,Sharon Springs,NY,2960,123769368,0.0023915448934020574
8930,Sharon Station,NJ,4515,61421718,0.0073508201121954934
8931,Sharpe,KS,2740,56572967,0.0048433026325099765
8932,Shasta,CA,989272,196943237,0.5023132629834859
8933,Shasta Solar Farm,CA,6784,196943237,0.0034446473528816834
8934,Shavano Falls Hydro,CO,11392,56832513,0.02004486410797988
8935,Shavano Falls Hydro Drop 4,CO,21468,56832513,0.037774152270901695
8936,"Shaw Creek Solar, LLC",SC,169584,98113889,0.17284403026772285
8937,Shawboro PV1,NC,39215,129720625,0.03023035080196384
8938,Shawmut,ME,32076,10900855,0.2942521481113179
8939,Shawnee,KY,6003761,69917436,8.586929589351646
8940,Shawnee (PA),PA,133,241279453,5.512280401265664e-05
8941,Shawnee - GA,GA,4119,124199660,0.003316434199578324
8942,Shawville,PA,634971,241279453,0.2631682856144406
8943,Sheboygan Falls,WI,358208,64242371,0.557588386642828
8944,Sheep Creek Hydro,WA,7410,110808277,0.006687226081495698
8945,Sheep Solar,OR,3845,61016793,0.0063015439044788865
8946,Sheffield Wind,VT,61466,2107642,2.9163396819763507
8947,Shelbina Power #1,MO,88,76941313,0.00011437288573435184
8948,Shelbina Power #2,MO,293,76941313,0.00038080972182005785
8949,Shelbina Power #3,MO,16,76941313,2.0795070133518516e-05
8950,Shelby North,OH,132,125609074,0.00010508794929894953
8951,"Shelby Randolph Road Solar 1, LLC",NC,3374,129720625,0.00260097420899722
8952,Shelby Solar Array,OH,3417,125609074,0.0027203448693523527
8953,Shelby Solar Energy Generation Facility,NC,1535,129720625,0.0011833122142296184
8954,Shelby South,OH,140,125609074,0.00011145691592312829
8955,"Shelby, NC",NC,0,129720625,0.0
8956,"Shelby, Toms Street",NC,-30,129720625,-2.3126623079406224e-05
8957,Sheldon,NE,844659,37910817,2.228015819337262
8958,Sheldon Solar,VT,584,2107642,0.027708690565095968
8959,Sheldon Springs Hydroelectric,VT,38899,2107642,1.8456170450199796
8960,Shell Chemical,LA,538350,96954180,0.5552622898775483
8961,Shell Chemical Appalachia LLC,PA,212402,241279453,0.08803153246538568
8962,Shell Deer Park,TX,1491272,481398138,0.30977934526202927
8963,"Shell New Energies, Junction City",OR,0,61016793,0.0
8964,Shelter Creek Condominiums Solar,CA,3683,196943237,0.0018700819871260673
8965,Shelter Solar,NC,9657,129720625,0.007444459969260864
8966,Shenandoah,IA,300,67198530,0.00044643833726719915
8967,Shepaug,CT,148291,44079902,0.3364140873089963
8968,Shepherd Center,GA,0,124199660,0.0
8969,Shepherds Mill CSG,MD,518,38166683,0.0013572046593621982
8970,Sherbino I Wind Farm,TX,0,481398138,0.0
8971,Sherbino II,TX,536279,481398138,0.11140030624713383
8972,Sherburne Community Solar,MN,9400,59157452,0.01588979863432928
8973,Sherburne Community Solar One LLC CSG,MN,1886,59157452,0.0031881021515260664
8974,Sherburne County,MN,9201847,59157452,15.554839988713509
8975,Sherburne North Project CSG,MN,7196,59157452,0.012164147975812075
8976,Sheridan School Corporation Solar,IN,2041,94126593,0.002168356396369302
8977,Sheriff Road,MD,1955,38166683,0.005122268550295555
8978,Sherman,MA,33524,19429320,0.1725433520061433
8979,Sherman Avenue,NJ,12521,61421718,0.020385297591317783
8980,Sherman Island,NY,176812,123769368,0.14285602557169072
8981,Sherman Solar,CT,1323,44079902,0.0030013678342569816
8982,Sherwood H Smith Jr Energy Complex,NC,8266519,129720625,6.372555636391669
8983,Shiloh Hwy Solar,NC,11229,129720625,0.00865629501862175
8984,Shiloh I Wind Project,CA,471202,196943237,0.2392577715171809
8985,Shiloh III Wind Project LLC,CA,317603,196943237,0.1612662637407549
8986,Shiloh IV Wind Project LLC,CA,326645,196943237,0.1658574343428711
8987,Shiloh Wind Project 2 LLC,CA,459620,196943237,0.23337688919980532
8988,Shirley Landfill,MA,1527,19429320,0.0078592560110184
8989,Shirley Water,MA,3011,19429320,0.015497197019761886
8990,Shirley Wind,WI,53160,64242371,0.08274912518406272
8991,Shishmaref,AK,1796,6595656,0.027230043531682062
8992,"Shoe Creek Solar, LLC",NC,145109,129720625,0.11186270494765194
8993,Shoemaker,NY,151,123769368,0.00012200110773774009
8994,Sholes Wind Energy Center,NE,694264,37910817,1.8313084627007643
8995,Shooting Star,KS,429859,56572967,0.7598311044920094
8996,Shore Point Solar,NJ,1204,61421718,0.0019602186965854648
8997,Shoreham Energy LLC,NY,24658,123769368,0.01992253850726619
8998,Shoreham Solar Commons,NY,50456,123769368,0.04076614498023453
8999,Short Hills Mall,NJ,3952,61421718,0.006434206220021393
9000,Short Mountain,OR,17684,61016793,0.02898218528135361
9001,Shoshone (CO),CO,48626,56832513,0.0855601792586578
9002,Shoshone (WY),WY,18874,43460723,0.04342771748182836
9003,Shoshone Falls,ID,53469,16834340,0.317618629539382
9004,Shrewsbury,MA,-135,19429320,-0.0006948261699328644
9005,Shrewsbury Solar,MA,4140,19429320,0.021308002544607837
9006,Shuman Solar,MA,2190,19429320,0.011271624534466467
9007,Shungnak,AK,1640,6595656,0.024864850440956897
9008,Shute Creek Facility,WY,836259,43460723,1.924171855125374
9009,Sibley Mill,GA,11179,124199660,0.0090008297929318
9010,Sibley No Two,IA,67,67198530,9.970456198967449e-05
9011,Sibley One,IA,96,67198530,0.00014286026792550372
9012,Sidney (NE),NE,0,37910817,0.0
9013,Sidney (OH),OH,195,125609074,0.00015524356146435727
9014,Sidney A Murray Jr Hydroelectric,LA,1109176,96954180,1.1440208147807551
9015,Sidney MT Plant,MT,7678,24947875,0.03077616831092829
9016,Siems Solar Project CSG,MN,2007,59157452,0.0033926410488403047
9017,Sierra Nevada Brewing Co Hybrid,CA,8819,196943237,0.0044779400066426245
9018,Sierra Pacific Aberdeen,WA,123122,110808277,0.11111263827340263
9019,Sierra Pacific Burlington Facility,WA,153223,110808277,0.13827757650270114
9020,Sierra Pacific Burney Facility,CA,112968,196943237,0.05736069017693662
9021,Sierra Pacific Industries (2042-RD),CA,17223,196943237,0.008745159398390512
9022,Sierra Pacific Lincoln Facility,CA,92646,196943237,0.047041980933826125
9023,Sierra Pacific Quincy Facility,CA,110322,196943237,0.056017155846788486
9024,Sierra Pacific Sonora,CA,37649,196943237,0.019116675735354142
9025,Sierra Solar Greenworks,CA,38425,196943237,0.01951069789718141
9026,Sigel Wind Park,MI,244509,115298866,0.21206539880452946
9027,Sigmon Catawba Farm,NC,9087,129720625,0.007005054130752145
9028,Signal Hill Generating LLC,TX,4252,481398138,0.0008832605829480794
9029,Signal Hill West Unit,CA,39702,196943237,0.02015910807843582
9030,Signature Breads Chelsea,MA,9,19429320,4.632174466219096e-05
9031,Sigurd Solar LLC,UT,178718,42560283,0.4199173205685686
9032,Sikeston Power Station,MO,1713027,76941313,2.2264072878506767
9033,Sikorsky Aircraft CHP,CT,71521,44079902,0.16225308304905034
9034,Silas Ray,TX,76585,481398138,0.015908869178052367
9035,"Siler 421 Farm, LLC",NC,9954,129720625,0.007673413537746985
9036,Siler City Solar 2,NC,9738,129720625,0.007506901851575261
9037,Silicon Valley Clean Water,CA,7030,196943237,0.00356955644026507
9038,Silveira Ranch Road Solar,CA,4587,196943237,0.0023290974952341215
9039,Silver Bay Power,MN,0,59157452,0.0
9040,Silver City WWTP PV Project,NM,1681,35073576,0.004792781893696838
9041,Silver Creek,MS,75300,67723484,0.11118742798288406
9042,Silver Lake (VT),VT,4909,2107642,0.2329143184658495
9043,Silver Lake Garden,MN,1775,59157452,0.003000467295312178
9044,Silver Lake Solar Farm,NJ,1914,61421718,0.003116161615668256
9045,Silver Lake Solar Photovoltaic Facility,MA,1913,19429320,0.00984594417097459
9046,Silver Sage Windpower,WY,102892,43460723,0.236747096913229
9047,Silver Star I Wind Power Project,TX,210675,481398138,0.043763152237202875
9048,Silver State Solar Power North,NV,115229,41598742,0.2770011650833095
9049,Silver State Solar Power South,NV,671947,41598742,1.615306059014958
9050,Silverhawk,NV,1628992,41598742,3.9159645741210154
9051,Silverstrand Grid Energy Storage System,CA,0,196943237,0.0
9052,Silverton Solar,OR,3587,61016793,0.005878709489041812
9053,Silvi Gibraltar Rock,NJ,3715,61421718,0.006048349217454321
9054,Silvis,AK,14462,6595656,0.21926552870556015
9055,Sim Gideon,TX,662018,481398138,0.13751985056493923
9056,Simcoe Solar,ID,48375,16834340,0.2873590529833661
9057,Simon Solar Farm LLC,GA,50732,124199660,0.04084713275382557
9058,Simons Farm,NC,9561,129720625,0.007370454775406763
9059,Simplot Leasing Don Plant,ID,61911,16834340,0.36776612566931643
9060,Simplot Phosphates,WY,87728,43460723,0.20185582278509268
9061,Sinclair Dam,GA,130016,124199660,0.10468305629822176
9062,Sinclair Oil Refinery,WY,9793,43460723,0.022532989154368188
9063,Sioux,MO,3886900,76941313,5.05177238137332
9064,Siphon Drop Power Plant,CA,13768,196943237,0.006990846809327095
9065,Siphon Power Project,OR,15032,61016793,0.024635840825000425
9066,Sissonville Hydro,NY,13267,123769368,0.010719130439447666
9067,Site 980 65,CA,116,196943237,5.890022006696274e-05
9068,Sithe Independence Station,NY,3522187,123769368,2.845766328870646
9069,Sixth Street Gas Turbine,MI,-95,115298866,-8.239456578870428e-05
9070,Skagway,AK,3924,6595656,0.05949370312824077
9071,Skeleton Creek Energy Center Hybrid,OK,1023034,80754539,1.2668439603128685
9072,Skelton,ME,93972,10900855,0.8620608199998991
9073,Skidmore College,NY,2347,123769368,0.0018962688732481851
9074,Skillman,NJ,1392,61421718,0.0022662993568496404
9075,Skookumchuck,WA,4559,110808277,0.004114313590491078
9076,Skookumchuck Wind Facility,WA,414262,110808277,0.3738547437209948
9077,Sky Global Power One,TX,51198,481398138,0.010635271713493832
9078,Sky River Wind Energy Center,CA,41805,196943237,0.02122692844740843
9079,Sky Volt,IA,4316,67198530,0.006422759545484105
9080,Skylark,CO,9280,56832513,0.016328681436275746
9081,Slana Generating Station,AK,1400,6595656,0.02122609183984125
9082,Slate Creek,CA,7246,196943237,0.003679232712113897
9083,Slate Creek Wind Project LLC,KS,614656,56572967,1.0864835849956394
9084,Slate Hill(CSG),NY,1799,123769368,0.001453509886226453
9085,Slate Hybrid,CA,9697,196943237,0.004923753741287395
9086,Slayton Solar,MN,2814,59157452,0.004756797165638574
9087,Sleeping Bear LLC,OK,90966,80754539,0.1126450613506691
9088,Sleepy Eye,MN,96,59157452,0.00016227879456336288
9089,Slide Creek,OR,37049,61016793,0.06071934983538056
9090,Slocum,MI,25,115298866,2.1682780470711656e-05
9091,Sloss Industries Corp,AL,0,142731779,0.0
9092,Sly Creek,CA,9331,196943237,0.004737913391765771
9093,Smarr Energy Center,GA,153628,124199660,0.12369438048381132
9094,Smith & Wesson at Springfield MA PV,MA,2378,19429320,0.012239234311854454
9095,Smith (NH),NH,66924,17193202,0.38924686629052574
9096,Smith (VT),VT,2259,2107642,0.10718139038793115
9097,Smith College Central Heating Plant,MA,13399,19429320,0.06896278408096629
9098,Smith Falls Hydro Project,ID,86366,16834340,0.5130346660457137
9099,Smith Island,MD,68,38166683,0.00017816586261897583
9100,Smith Mountain,VA,-21343,93102970,-0.022924080724814687
9101,Smith Solar Farm,NC,0,129720625,0.0
9102,Smithfield Farmland Corp Bladen,NC,38,129720625,2.9293722567247886e-05
9103,Smithfield Packaged Meats Corp.,NC,1898,129720625,0.0014631443534904337
9104,"Smithfield Solar Farm, LLC",RI,4365,9314548,0.046862177316601944
9105,Smithland Hydroelectric Plant,KY,454014,69917436,0.6493573362730293
9106,Smoky Hills Wind Project Phase I,KS,301009,56572967,0.5320721467551808
9107,Smoky Hills Wind Project Phase II,KS,455044,56572967,0.8043488332510472
9108,Snake Creek,UT,2978,42560283,0.006997133924132977
9109,Snake River,AK,33503,6595656,0.5079555392215724
9110,Sneads Grove,NC,0,129720625,0.0
9111,Snettisham,AK,289784,6595656,4.393558426940398
9112,Snider Industries,TX,11175,481398138,0.0023213633618167423
9113,Snipesville,GA,211033,124199660,0.16991431377509406
9114,Snoqualmie,WA,32618,110808277,0.02943642919382277
9115,Snoqualmie 2,WA,178080,110808277,0.1607100162743258
9116,"Snow Camp Solar, LLC",NC,10465,129720625,0.00806733701753287
9117,Snow Hill Solar 2 LLC,NC,3740,129720625,0.002883119010565976
9118,Snowbird Power Plant,UT,5454,42560283,0.012814764413103174
9119,Snowden,VA,8762,93102970,0.009411085382131203
9120,Snowden River CSG,MD,1317,38166683,0.0034506535451351637
9121,Snyder Wind Farm,TX,1538,481398138,0.00031948607163079636
9122,SoCore Clovis 1,NM,946,35073576,0.002697187193002504
9123,"SoINCPower5, LLC",NC,10807,129720625,0.008330980520638102
9124,"SoINCPower6, LLC",NC,8870,129720625,0.006837771557144439
9125,Sobania Community Solar LLC,MN,2049,59157452,0.0034636380214617766
9126,Soboba Community Solar Project,CA,3814,196943237,0.0019365986149603098
9127,Sod Run WTP A,MD,3448,38166683,0.009034057269268068
9128,Soda,ID,15497,16834340,0.09205588101464031
9129,Soda Lake 3,NV,0,41598742,0.0
9130,Soda Lake Geothermal No I II,NV,0,41598742,0.0
9131,Soda Springs,OR,31580,61016793,0.05175624356396443
9132,Soft Maple,NY,28874,123769368,0.023328874071652368
9133,Sol Orchard El Centro PV,CA,39450,196943237,0.02003115242794552
9134,Sol Phoenix,MD,3958,38166683,0.010370301238910386
9135,SolaireHolman Solar Project,TX,118184,481398138,0.024550157275431757
9136,Solana Generating Station,AZ,694568,108500902,0.6401495169136935
9137,Solano County Cogen Plant,CA,7459,196943237,0.0037873857024092687
9138,Solano Wind,CA,657553,196943237,0.33387945177320305
9139,Solar BESS Hybrid,GA,2240,124199660,0.0018035476103557772
9140,Solar Blythe 2,CA,46279,196943237,0.02349864900412904
9141,Solar Blythe LLC,CA,41258,196943237,0.02094918344416163
9142,Solar Borrego I,CA,70418,196943237,0.0357554801437533
9143,Solar Gen 2 Solar Facility,CA,384777,196943237,0.19537456876470455
9144,Solar Glynn,GA,28123,124199660,0.022643379216980144
9145,Solar Hagerstown,MD,18312,38166683,0.04797901876880419
9146,"Solar Las Vegas MB 2, LLC",NV,1947,41598742,0.004680429999541813
9147,Solar Las Vegas MB-1,NV,8101,41598742,0.019474146597990873
9148,"Solar Lee, LLC",NC,9749,129720625,0.007515381613371042
9149,"Solar Mule, LLC",ME,2224,10900855,0.02040206937896156
9150,Solar Oasis LLC,CA,51480,196943237,0.02613951145730381
9151,"Solar Park Gainesville, LLC",FL,2033,246185183,0.0008258011206141517
9152,Solar Photovoltaic Project #02,CA,1190,196943237,0.0006042350162041868
9153,Solar Photovoltaic Project #03,CA,470,196943237,0.00023864744337476283
9154,Solar Photovoltaic Project #05,CA,3940,196943237,0.002000576440205459
9155,Solar Photovoltaic Project #06,CA,2844,196943237,0.0014440709126762245
9156,Solar Photovoltaic Project #07,CA,3390,196943237,0.0017213081554052045
9157,Solar Photovoltaic Project #08,CA,3096,196943237,0.0015720265631665228
9158,Solar Photovoltaic Project #09,CA,1456,196943237,0.0007392993139439462
9159,Solar Photovoltaic Project #10,CA,1737,196943237,0.0008819800194509852
9160,Solar Photovoltaic Project #11,CA,4242,196943237,0.0021539201165866892
9161,Solar Photovoltaic Project #12,CA,0,196943237,0.0
9162,Solar Photovoltaic Project #13,CA,3626,196943237,0.0018411396376104045
9163,Solar Photovoltaic Project #15,CA,3227,196943237,0.0016385431910007655
9164,Solar Photovoltaic Project #16,CA,1638,196943237,0.0008317117281869395
9165,Solar Photovoltaic Project #17,CA,3871,196943237,0.001965540964475972
9166,Solar Photovoltaic Project #18,CA,1503,196943237,0.0007631640582814225
9167,Solar Photovoltaic Project #22,CA,676,196943237,0.0003432461100454036
9168,Solar Photovoltaic Project #23,CA,3110,196943237,0.0015791352104159839
9169,Solar Photovoltaic Project #26,CA,6576,196943237,0.003339033165175405
9170,Solar Photovoltaic Project #27,CA,2072,196943237,0.0010520797929202312
9171,Solar Photovoltaic Project #28,CA,4221,196943237,0.002143257145712498
9172,Solar Photovoltaic Project #32,CA,1602,196943237,0.0008134323495454683
9173,Solar Photovoltaic Project #33,CA,1374,196943237,0.0006976629514828174
9174,Solar Photovoltaic Project #42,CA,8080,196943237,0.004102704983974646
9175,Solar Photovoltaic Project #48,CA,4930,196943237,0.0025032593528459164
9176,Solar Star 1,CA,892350,196943237,0.4531000980754673
9177,Solar Star 2,CA,790345,196943237,0.40130598645537646
9178,Solar Star California II LLC,CA,3284,196943237,0.001667485540516428
9179,"Solar Star California, XLI, LLC",CA,110491,196943237,0.05610296737429984
9180,"Solar Star California, XLIV, LLC",CA,26172,196943237,0.013289108272349562
9181,Solar Star New Jersey NJ LLC,NJ,1637,61421718,0.002665181068364125
9182,Solar Star North Carolina II LLC,NC,9250,129720625,0.007130708782816919
9183,Solar Star Oregon II,OR,126033,61016793,0.20655461194101105
9184,"Solar Star Palo Alto I, LLC",CA,2180,196943237,0.0011069179288446447
9185,SolarClub 10 LLC,MN,0,59157452,0.0
9186,SolarClub 15 LLC,MN,0,59157452,0.0
9187,SolarClub 20 LLC,MN,0,59157452,0.0
9188,SolarClub 23 LLC,MN,0,59157452,0.0
9189,SolarClub 28 LLC,MN,0,59157452,0.0
9190,SolarClub 35 LLC,MN,0,59157452,0.0
9191,Soldier Creek Wind,KS,1038733,56572967,1.8360942603558341
9192,Soldotna,AK,33121,6595656,0.5021638484481301
9193,Solean Solar Project,NY,6078,123769368,0.004910746575033009
9194,Soliloquoy Ridge LLC,MN,5308,59157452,0.008972665016065938
9195,"Solomon Forks Wind Project, LLC",KS,1059484,56572967,1.872774323467956
9196,Solomon Gulch,AK,41182,6595656,0.6243806529631019
9197,Solon Diesel,WI,0,64242371,0.0
9198,"Solten Plainville 6000, LLC",MA,7173,19429320,0.036918430495766194
9199,Soluga Farms 1,NC,8920,129720625,0.00687631592894345
9200,Soluga Farms 2 LLC,NC,8732,129720625,0.006731389090979171
9201,Soluga Farms III,NC,9366,129720625,0.007220131725390624
9202,Soluga Farms IV,NC,6447,129720625,0.004969911299764398
9203,Solvay Solar,NJ,9827,61421718,0.01599922685327688
9204,Solverde 1,CA,222686,196943237,0.11307115867096264
9205,Solway CT,MN,110461,59157452,0.18672372839857945
9206,"Somers Solar Center, LLC",CT,8239,44079902,0.01869105788846808
9207,Somerset Plant,ME,560162,10900855,5.13869783608717
9208,Somerset Windpower LLC,PA,8215,241279453,0.0034047656764208596
9209,Somersworth Lower Great Dam,NH,1850,17193202,0.010760066682168917
9210,Somerville Solar,TN,3535,79057159,0.00447144830995002
9211,Somonauk Road Solar 1,IL,3365,181296239,0.0018560782168239023
9212,Sonne One,NC,9281,129720625,0.0071546062933323055
9213,Sonne Two,NC,9222,129720625,0.007109123934609473
9214,Sonoco Products Co,SC,97392,98113889,0.0992642336295527
9215,Sonoma California Geothermal,CA,406498,196943237,0.2064036349722433
